343021795545168,034436901002830,2010-07-24 06:53:37.0,06/13,United States,North Bel Air
343107037888023,979274357975688,2014-07-05 01:41:46.0,12/16,United States,Inglewood-Finn Hill
343252340741735,055787011798644,2014-12-24 03:29:32.0,02/15,United States,Kissimmee
343330859464824,051518771748227,2011-02-09 04:11:31.0,11/14,United States,Murfreesboro
343478616471867,918968215840378,2013-08-11 10:10:44.0,09/17,United States,Pinewood
343753962914526,319436604377423,2017-02-28 08:59:13.0,07/17,United States,Cahokia
343794320536223,083447760133750,2015-02-28 09:56:55.0,10/15,United States,Alice
343802190729995,103489181611635,2015-11-19 04:09:19.0,12/16,United States,Laplace
343803912797603,374775668614336,2010-03-18 09:22:55.0,09/12,United States,McDonough
343902075851032,447204392852035,2016-04-04 09:12:08.0,01/17,United States,Lakeville
343923894022124,233154406228727,2013-05-02 08:50:27.0,11/16,United States,Lacey
343953209773343,495110335914510,2014-07-01 00:42:06.0,10/17,United States,Englewood
343962656588624,874267591301724,2017-09-13 04:32:55.0,09/17,United States,Ramona
343991629633818,372225917645777,2017-07-09 04:03:45.0,07/17,United States,Lake Shore
344000005693030,067585562947546,2010-09-08 03:40:42.0,01/14,United States,Wellesley
344002520206946,313129704156102,2012-04-08 12:06:09.0,12/14,United States,Burien
344143554194093,605980287528081,2016-07-03 01:16:26.0,07/16,United States,Savage
344209859893876,145224809882579,2012-06-05 01:24:25.0,04/15,United States,Trenton
344250415187512,787250659693155,2013-01-10 02:44:57.0,02/15,United States,Walnut Park
344261255055849,255246229177887,2013-10-12 01:36:31.0,08/16,United States,Hopatcong
344383976541266,206984342997006,2010-07-03 08:50:22.0,12/13,United States,Meridian
344402144417599,920759851362201,2016-11-29 02:10:14.0,05/17,United States,Mount Lebanon
344453305077666,749474155127516,2015-10-11 03:31:54.0,08/16,United States,Collierville
344490156298215,902855626433596,2016-07-07 10:39:14.0,07/16,United States,Elmira
344544208972277,830523253190100,2012-08-01 09:06:29.0,01/16,United States,Lutz
344583480345238,667772346348129,2013-10-27 01:47:23.0,11/16,United States,Wasco
344713754834914,647280028167248,2017-06-23 10:58:13.0,06/17,United States,Jenison
344770738264186,553366230232887,2016-10-19 05:30:00.0,03/17,United States,Sebastian
344827223085982,310558899794750,2012-10-20 00:34:19.0,11/12,United States,Hot Springs
344997383137673,767099457661258,2017-02-17 00:13:50.0,06/17,United States,Aloha
345006580195330,819397358209255,2013-10-21 11:23:20.0,02/14,United States,Central Islip
345027679564944,808853092206668,2012-03-04 08:08:37.0,09/15,United States,Ada
345077775078680,400051274489055,2011-11-19 01:39:20.0,02/12,United States,Tulsa
345082162474452,335452580549855,2014-07-03 08:07:40.0,10/16,United States,Egypt Lake-Leto
345082216803859,414805344214663,2015-09-26 08:23:47.0,12/15,United States,Woodland Hills
345140945581726,127329474809762,2013-01-09 12:27:19.0,01/14,United States,Washington
345158301963131,614325994676300,2012-01-22 05:01:04.0,01/14,United States,Kingman
345245362189127,352966365887131,2015-02-03 09:54:07.0,07/17,United States,Altadena
345261664350609,520311462044918,2016-06-25 00:48:13.0,03/17,United States,North La Crosse
345406224887566,296206661780881,2011-01-16 04:39:15.0,11/12,United States,Clemmons
345419819846363,515357557427100,2016-10-04 04:58:15.0,10/16,United States,Urbana
345498289160361,948048144776499,2010-09-20 01:33:32.0,01/15,United States,Pasadena
345545562194266,952317620105523,2010-11-22 03:54:55.0,11/17,United States,Orangevale
345599472667975,800047508333692,2011-03-10 07:07:39.0,11/15,United States,Frankfort
345789731252528,628859929501350,2010-05-22 04:00:11.0,05/15,United States,Dinuba
345864096406128,246259923541675,2016-08-20 12:05:26.0,11/17,United States,Lexington
345876265017055,823026992379988,2014-08-15 08:40:03.0,04/15,United States,North Bellmore
345925144288000,739092283753014,2010-03-29 12:03:30.0,03/17,United States,North Amityville
345949260434768,317939112617073,2011-02-05 09:01:07.0,09/14,United States,Chalmette
345969858843082,035217612427824,2014-06-17 08:10:53.0,10/16,United States,DeSoto
346001716915984,635528765708111,2012-08-23 01:50:21.0,02/14,United States,Smyrna
346071750538869,682775097079700,2014-01-09 03:22:06.0,02/15,United States,Albuquerque
346119019394205,443551645061859,2015-10-06 05:37:34.0,01/16,United States,Carrboro
346191575038236,046077978771675,2016-02-25 12:26:25.0,10/17,United States,Manchester
346375938531281,785748283648143,2013-02-10 07:11:07.0,07/17,United States,Cocoa
346417268270064,417869724052281,2012-07-03 12:51:32.0,08/16,United States,Wilmette
346600847616797,693976117171027,2012-03-12 03:14:03.0,01/13,United States,Auburn
346618652451637,540752175696215,2011-09-13 11:21:49.0,03/16,United States,Yuma
346705343409319,411769208648761,2012-09-03 01:21:15.0,01/14,United States,Burlingame
346723578776723,351607869287639,2010-06-27 10:00:29.0,08/14,United States,Medford
346829826446934,872862304291422,2010-02-02 11:01:18.0,07/16,United States,Long Island City
347051350857346,548033330364119,2017-06-03 05:48:30.0,11/17,United States,Athens
347110035412723,721905765830516,2014-02-25 09:12:36.0,07/16,United States,Fond du Lac
347128485339604,194304990519689,2014-01-26 11:41:40.0,09/15,United States,Westfield
347177017703006,672463098512868,2017-09-15 08:06:45.0,10/17,United States,Statesboro
347269341929980,545557912057292,2010-05-29 12:55:34.0,08/12,United States,Carteret
347274385563543,359453922401698,2013-05-06 08:06:18.0,11/15,United States,West Lafayette
347361606702352,270322592246125,2012-01-30 12:56:00.0,08/12,United States,Kaysville
347364295787224,455899712765790,2017-10-09 02:01:09.0,10/17,United States,Placentia
347370191043478,392663890279884,2016-10-22 05:00:52.0,07/17,United States,Andover
347403934542566,743428951905411,2014-01-18 10:09:51.0,04/14,United States,North Babylon
347566265344782,525575661867882,2012-02-10 12:33:25.0,06/12,United States,North Olmsted
347697256845386,529269910685569,2014-10-13 00:10:07.0,11/16,United States,Hays
347723528908969,793190430131009,2010-12-21 06:19:27.0,12/16,United States,Balch Springs
347736616723522,651777188480086,2017-10-28 12:34:34.0,11/17,United States,Stockbridge
347742182023365,314941295913844,2011-07-31 10:30:21.0,04/13,United States,North Miami
347816334672492,314841462077900,2014-10-14 05:47:58.0,12/15,United States,Jacksonville Beach
347893423075811,055667449016687,2012-08-21 11:12:07.0,02/15,United States,Millbrae
348157024306041,045533944384107,2011-03-10 05:56:01.0,10/14,United States,Barrington
348165176221648,043087872710430,2010-04-22 02:38:10.0,10/17,United States,Chicopee
348176004451908,941781899168604,2012-06-16 12:07:11.0,05/17,United States,Malden
348190804567030,824326278451096,2017-07-12 00:57:33.0,07/17,United States,Agoura Hills
348235257615511,088196606898536,2012-07-19 00:21:46.0,05/16,United States,Lakeville
348390084708787,378592522738268,2017-02-27 08:59:39.0,05/17,United States,Pontiac
348400808911398,842950351922173,2014-04-17 02:13:22.0,06/17,United States,Apache Junction
348413196172048,001739553947511,2017-02-15 11:11:19.0,07/17,United States,East Independence
348518253481519,266788079703744,2016-01-21 09:31:37.0,03/16,United States,SeaTac
348535611438049,608986996820125,2013-02-25 00:50:31.0,11/15,United States,Temecula
348536585266345,003761426295463,2013-12-07 04:17:03.0,11/15,United States,Dover
348546826126582,724277354877034,2015-06-09 12:36:13.0,10/15,United States,Northridge
348684315090900,293516519272933,2016-04-03 01:29:26.0,04/16,United States,Bloomingdale
348701439056464,646435961115746,2015-04-22 04:52:20.0,05/15,United States,Moses Lake
348702330256514,000037495066290,2018-01-19 06:38:43.0,02/18,United States,Avon Center
348818434931000,927655932995075,2016-01-02 12:23:51.0,07/16,United States,Sidney
348890647161465,320864375768815,2014-11-20 12:33:15.0,02/17,United States,Paso Robles
348962542187595,366246487993992,2017-01-31 12:00:03.0,02/17,United States,Norton Shores
349000329241977,043358801032343,2014-03-25 03:39:13.0,06/17,United States,Perth Amboy
349076799101265,636168850404299,2017-03-31 08:05:18.0,04/17,United States,Lodi
349081750252918,735404239304607,2016-07-24 03:11:39.0,12/16,United States,Niles
349143706735646,343824445342591,2015-12-25 12:18:50.0,05/17,United States,Ashland
349150311183125,600428624962185,2011-01-18 10:49:20.0,08/13,United States,Dothan
349186222855183,569606889200235,2016-01-18 11:26:29.0,08/16,United States,Elmwood Park
349237491603133,159613236312962,2015-07-18 09:35:12.0,06/16,United States,The Hammocks
349254330876970,175914389419795,2011-03-01 06:37:24.0,11/16,United States,North Hollywood
349261557797449,158070916525956,2016-07-11 03:33:19.0,10/16,United States,Selma
349296639004201,272633271065390,2011-03-02 07:55:36.0,06/15,United States,Winchester
349612084165104,384871120986572,2012-01-08 10:37:41.0,05/12,United States,Delaware
349805666286145,991958482478439,2015-01-09 10:43:02.0,08/15,United States,Parker
349853936122178,967492654630723,2014-05-12 11:16:21.0,02/17,United States,Moses Lake
349880127547980,239011426186064,2011-05-27 06:20:20.0,09/16,United States,Ansonia
349996104851677,078360584449296,2013-12-29 10:26:00.0,04/14,United States,East Ridge
370422335609431,429193399800529,2011-05-04 06:47:12.0,05/12,United States,Oak Ridge
370582035866789,433646648625434,2011-10-29 02:45:55.0,06/16,United States,Tinley Park
370628435959605,100655658028368,2017-12-14 08:56:09.0,12/17,United States,Carson City
370629034565111,443364325037992,2011-06-07 09:20:58.0,12/12,United States,Silver Firs
370702300939151,940234459440812,2011-12-16 04:24:37.0,02/16,United States,Allentown
370721155581754,587639056327573,2013-10-15 08:39:32.0,10/15,United States,New Castle
370879584654784,113717197565693,2010-03-24 10:30:32.0,01/16,United States,Ferndale
370885717004636,855807702046285,2015-09-23 00:50:16.0,12/16,United States,Aliso Viejo
371083100098694,965245580810214,2017-07-26 05:08:45.0,08/17,United States,North Little Rock
371084325684552,326158703846139,2015-12-07 04:37:42.0,01/17,United States,Golden Gate
371085417506954,376195488976103,2016-04-29 07:08:41.0,05/16,United States,Shawnee
371218477158904,556410949516301,2017-05-10 12:44:33.0,05/17,United States,Tillmans Corner
371224213544891,903526073147021,2012-04-23 01:13:22.0,02/17,United States,Derry
371618511912743,451756543458677,2014-07-23 10:22:18.0,12/15,United States,Wantagh
371691542552208,620584788818914,2011-03-07 00:38:20.0,02/13,United States,Daphne
371814781663843,009136568025042,2013-08-11 03:53:51.0,11/13,United States,Southchase
371829395919892,140317824743576,2017-12-25 09:38:28.0,01/18,United States,Deerfield
371898441547435,917931847489584,2015-09-21 11:37:39.0,12/15,United States,North Aurora
372054744798748,322180182246813,2012-06-15 00:05:23.0,09/15,United States,Johnston
372058622871109,776634499506713,2011-10-04 08:42:27.0,08/16,United States,Anthem
372141480922912,232105983494456,2017-11-29 04:10:25.0,12/17,United States,Ferndale
372183631158095,344443443583077,2011-02-17 01:01:07.0,10/17,United States,Bremerton
372241417069532,510599965029232,2011-12-17 08:36:37.0,09/12,United States,Bensenville
372336918813721,064090191685558,2013-07-07 08:49:20.0,11/13,United States,Union Hill-Novelty Hill
372347439772378,028632455787521,2011-02-24 04:24:28.0,09/16,United States,Winona
372367382019172,483278526851211,2015-02-20 13:00:44.0,10/15,United States,Smyrna
372421833019999,850367050453072,2012-11-07 01:30:43.0,11/15,United States,South Bel Air
372473469966484,781307600087964,2011-07-08 01:47:46.0,11/11,United States,Shelby
372506852785436,537438416233265,2012-08-28 00:50:17.0,04/13,United States,Pinecrest
372686692947647,920781638107433,2017-08-18 08:32:46.0,10/17,United States,Deer Park
372761911834379,745004210640465,2017-10-02 12:52:29.0,10/17,United States,Hobart
372805987499499,321878340393691,2013-05-13 01:16:17.0,02/14,United States,Grafton
372814055224156,051664786198491,2015-04-28 00:36:27.0,09/17,United States,Tallahassee
372836467968905,713341274626075,2013-08-02 05:23:51.0,01/16,United States,San Tan Valley
372838963275954,019834203768714,2011-04-21 11:06:50.0,06/16,United States,Kuna
372925786065494,460281502410884,2018-01-10 05:36:36.0,01/18,United States,Lealman
373010392563786,555434352919196,2017-01-05 08:24:52.0,01/17,United States,Baltimore
373151716385585,522247902253848,2017-05-06 10:01:21.0,05/17,United States,Oak Harbor
373228713895619,538235310276227,2014-10-24 06:51:14.0,10/17,United States,Huntington
373290715094723,766645301621495,2013-08-03 03:24:30.0,07/15,United States,Ashtabula
373320949356351,179258479043736,2016-07-25 00:28:48.0,09/17,United States,New York City
373392918838641,491669340987836,2011-03-07 06:49:36.0,09/16,United States,Valrico
373612925758575,039274695228076,2010-06-15 05:15:46.0,03/16,United States,Superior
373617064497930,966926281506573,2012-10-15 12:50:05.0,10/15,United States,Avocado Heights
373684651927585,028379321561729,2013-02-05 05:29:02.0,08/17,United States,Berkeley
373748808330229,839493393060545,2013-12-26 12:06:07.0,01/14,United States,Lacey
373848247566260,099616648121654,2016-08-03 01:27:34.0,11/16,United States,Woburn
373862770187010,599079421916496,2015-06-08 01:58:38.0,08/16,United States,Marquette
373866218194240,452270727911339,2012-07-08 04:32:20.0,02/14,United States,Auburn
373985910177356,200057082465017,2013-10-22 02:26:59.0,04/17,United States,Fort Walton Beach
374169325578072,534155264791531,2013-09-17 01:29:08.0,03/16,United States,Modesto
374174065094615,106536356202774,2015-07-17 05:03:51.0,06/17,United States,Miamisburg
374402729392753,548014495290198,2017-07-13 08:22:08.0,07/17,United States,Cutler Bay
374412866126488,364904483936312,2013-12-08 06:40:25.0,08/15,United States,Detroit
374437449333250,738960224159727,2012-02-04 12:09:36.0,12/14,United States,Minnetonka Mills
374543818590344,663270546841639,2010-06-20 08:42:53.0,08/10,United States,North Fort Myers
374693639484635,908708243967265,2012-03-28 04:25:46.0,03/16,United States,Ashwaubenon
374878208630443,992552823055811,2016-07-28 03:48:13.0,09/17,United States,West Sacramento
374903724341206,157238450120840,2014-11-15 02:24:10.0,11/15,United States,Winchester
374912246967863,622682819569004,2014-05-01 08:32:15.0,10/17,United States,Tifton
375195928849516,551985151347703,2013-01-13 09:08:22.0,09/17,United States,Saratoga
375372047396189,595995388849040,2012-09-03 03:45:50.0,06/15,United States,Valparaiso
375444037491963,316489447522297,2016-07-02 08:44:41.0,08/16,United States,Albert Lea
375481506730356,767637245452576,2013-06-03 08:20:30.0,12/13,United States,Maryville
375488312719892,748053507232920,2012-01-06 08:27:55.0,07/15,United States,Woodridge
375534319569687,533947161595111,2011-04-02 10:30:09.0,11/16,United States,Albany
375592272607440,039440103344381,2017-12-24 08:31:50.0,01/18,United States,Mastic
375649710331114,846638285448643,2011-06-02 03:40:57.0,11/12,United States,Leawood
375667514735949,611432563010764,2011-10-05 01:36:24.0,11/11,United States,Pikesville
375771346371172,435409169995795,2015-07-24 12:21:04.0,01/17,United States,Avocado Heights
375773536539674,146862049588235,2012-09-01 06:23:21.0,03/15,United States,Battle Creek
375806375521605,880937166605469,2011-10-05 09:10:13.0,10/15,United States,Pensacola
375808802792172,595805306606419,2011-09-18 06:33:44.0,04/14,United States,East Brunswick
375956299108731,649016057345732,2012-11-05 12:50:29.0,06/15,United States,Aurora
375969750295919,312400691628598,2012-12-11 11:21:47.0,11/13,United States,Meadow Woods
376076338645785,202098035356377,2010-09-26 02:18:06.0,08/13,United States,Shaker Heights
376180978100967,921021711627879,2014-06-29 12:57:31.0,01/17,United States,East Hill-Meridian
376210072577823,389166266507519,2014-09-22 03:21:26.0,08/16,United States,Bolingbrook
376211080814409,893061171851100,2015-09-15 06:46:13.0,05/16,United States,Austin
376260154282959,631509574333687,2013-11-07 12:40:59.0,11/16,United States,Pasadena
376334412974395,391273336758705,2016-02-21 06:40:40.0,09/17,United States,Santa Barbara
376469384160903,983248478716258,2010-03-17 07:21:15.0,06/17,United States,Bellflower
376520514966301,280685869588055,2010-12-18 05:48:46.0,08/16,United States,Lakeside
376529531057128,858544169966966,2017-01-23 10:38:53.0,02/17,United States,South Laurel
376581225375047,624489374259629,2015-04-28 06:54:22.0,12/15,United States,Sacramento
376587801816518,400045576453227,2013-11-02 09:59:42.0,11/16,United States,Independence
376842032685065,462649519687134,2012-12-29 12:37:11.0,06/17,United States,Tinley Park
376969719175819,169575042231322,2016-05-20 13:02:19.0,06/16,United States,North Fort Myers
377003731690040,208889433127007,2015-12-21 08:39:07.0,01/17,United States,North Miami
377021038366997,964729635942071,2014-08-27 01:09:38.0,06/17,United States,Huntington Park
377037030364630,331615799846157,2016-06-11 11:46:54.0,09/17,United States,Tahlequah
377043496392846,931915606230988,2012-04-22 04:44:59.0,07/16,United States,Beloit
377201318164757,924475891017022,2010-05-17 13:00:14.0,11/10,United States,Walnut Park
377222990760284,294116179138741,2010-11-17 10:35:11.0,11/11,United States,Trenton
377234269263566,170867057974541,2013-11-12 01:27:29.0,11/16,United States,Westchester
377354648727422,964807504292144,2017-02-25 06:41:02.0,03/17,United States,Brushy Creek
377397851510379,492096048046575,2018-01-21 12:36:16.0,02/18,United States,Sahuarita
377418186450108,447174169475798,2014-12-02 03:26:44.0,03/16,United States,Ken Caryl
377486478316529,890348677642234,2016-11-15 07:48:30.0,11/16,United States,Pickerington
377594552158576,327070076641255,2012-11-02 01:02:04.0,01/13,United States,West Linn
377613757081026,362885445493746,2011-05-15 03:46:27.0,03/14,United States,Highview
377705276225880,314723375301633,2016-01-18 12:41:10.0,08/16,United States,Bartlett
377718993122068,116128966071490,2011-12-28 02:50:47.0,09/12,United States,Manitowoc
377733163286178,697962611176229,2014-04-05 06:34:01.0,04/16,United States,Broomfield
377784820509467,949784630477538,2011-06-10 00:30:00.0,06/12,United States,Ozark
377957853699361,292570686967627,2013-07-17 03:11:16.0,09/16,United States,Lehigh Acres
377990229586573,563807011496033,2012-02-28 06:57:28.0,05/13,United States,Topeka
378001698534979,989174793157941,2015-03-25 00:38:44.0,06/17,United States,East Setauket
378106661052189,785393612820729,2012-12-10 07:56:48.0,10/13,United States,Warren
378118026791597,966020431295704,2014-07-19 01:24:42.0,06/16,United States,Upper Saint Clair
378297007468342,856150621152797,2013-05-29 05:03:37.0,11/17,United States,Davenport
378303738095292,001314074991813,2013-02-15 03:01:08.0,01/17,United States,East Lake-Orient Park
378481270884534,871677240619008,2016-12-30 10:31:09.0,10/17,United States,Yorba Linda
378586484293754,465163304303840,2012-02-26 09:04:16.0,02/14,United States,Ceres
378660569352349,529810616353863,2016-11-10 01:44:06.0,12/16,United States,Pooler
378769096633923,600448619940182,2017-05-29 03:47:04.0,06/17,United States,Opelousas
378827123583890,269682535378777,2010-07-27 00:22:24.0,10/17,United States,Hermiston
378868585264501,603711462345718,2014-10-21 09:07:04.0,08/17,United States,Forest Park
378891785991946,638295738543212,2010-05-05 08:58:24.0,07/12,United States,Bloomfield
379321864695232,082567374418739,2013-05-01 12:01:23.0,06/16,United States,Buckeye
379415836364353,983390343419665,2013-09-11 01:47:25.0,03/17,United States,Clayton
379517887742356,280450257445657,2010-03-28 12:31:53.0,09/13,United States,Spanish Lake
379878435064856,827067718908594,2012-07-17 09:42:17.0,10/14,United States,Mitchell
379899578891759,175020254453870,2011-04-24 02:08:54.0,07/11,United States,Elko
379937613248507,099408787564592,2012-12-25 11:30:11.0,06/17,United States,Toms River
4006877360909029,180037204978589,2015-01-02 04:07:14.0,07/17,United States,Plainview
4008296976913457,490122383462101,2012-09-24 05:36:12.0,11/13,United States,Pasadena
4009218272111551,423517919211603,2012-03-28 09:30:03.0,11/14,United States,Parkland
4011240006964200,214878846282775,2015-09-01 00:39:43.0,01/17,United States,Carlsbad
4011531994939208,688353823915568,2013-09-16 11:48:28.0,02/14,United States,Augusta
4021208445551712,611289984892092,2011-06-14 03:20:02.0,08/13,United States,Shawnee
4021417154539830,213103969587699,2014-02-25 08:11:03.0,11/14,United States,Castaic
4027850798795885,905316726401437,2014-04-02 11:49:13.0,10/14,United States,Brent
4028859415910917,729289045136959,2011-06-19 04:19:22.0,05/13,United States,West Little River
4030102234693430,470732221395070,2013-01-28 07:23:33.0,11/14,United States,Cuyahoga Falls
4033232792979330,350825724718484,2017-11-21 03:31:00.0,12/17,United States,Moline
4039077088286120,154107557321554,2010-03-31 01:14:18.0,05/10,United States,Towson
4039137046637960,968236238251435,2010-12-14 00:03:13.0,06/15,United States,Parma Heights
4045078988883281,486726560876897,2013-05-06 06:14:57.0,07/14,United States,Oak Park
4045133934926419,195470545210125,2017-05-17 12:37:35.0,08/17,United States,Sartell
4050557898062336,127150445338963,2017-06-12 02:46:10.0,09/17,United States,North Glendale
4051600947391295,378428796688739,2014-08-04 06:55:56.0,05/16,United States,Secaucus
4062043784513308,141872424761187,2010-09-28 12:02:33.0,11/13,United States,Fargo
4067184730430984,621716090496245,2016-03-13 06:46:12.0,10/16,United States,Fort Bragg
4070564266205733,279534750651030,2013-10-01 05:36:08.0,02/16,United States,Stillwater
4073709180959249,473222722777774,2014-04-03 07:52:09.0,11/15,United States,Belmont
4085635107331269,585404141870399,2010-03-26 01:01:21.0,09/15,United States,San Diego
4086891241655308,305709207397186,2016-10-28 00:01:45.0,06/17,United States,Mount Juliet
4089315597535812,279392246407223,2012-01-30 06:35:21.0,04/13,United States,Bayshore Gardens
4091570463205389,230568719688148,2014-10-01 09:33:17.0,10/17,United States,Fort Worth
4097172610868450,471801133596054,2015-08-16 03:54:40.0,08/17,United States,New Brunswick
4098144244471133,136730400326780,2010-07-04 01:14:42.0,02/16,United States,Warren
4100605044414693,255882548204082,2011-04-23 03:12:43.0,12/16,United States,Fairview Heights
4105963873685130,901449655222571,2015-02-14 05:04:06.0,02/17,United States,Wheeling
4111070898318473,465857405416579,2011-03-01 11:44:40.0,05/17,United States,Bozeman
4115056128951163,840526684270141,2011-10-10 04:29:20.0,11/14,United States,Coral Terrace
4115747122253792,697039249499151,2016-04-08 00:47:05.0,04/16,United States,Williamstown
4117342434978910,413459420976990,2016-03-11 11:03:59.0,08/17,United States,Elk River
4117959128633814,599086032537970,2016-12-22 01:04:13.0,03/17,United States,Vero Beach South
4126356979547079,015582765997171,2010-04-30 04:03:53.0,02/16,United States,Jamaica
4126467922316957,737441849656365,2010-12-17 04:53:17.0,05/11,United States,Ocean Springs
4131793751981733,148822104150934,2011-07-06 12:20:51.0,01/17,United States,Grand Forks
4132381122041426,065832767044393,2014-01-02 08:57:00.0,12/14,United States,Libertyville
4138903387323464,739461291853089,2012-12-08 11:48:54.0,03/16,United States,Hempstead
4140789856110920,426994786145683,2012-10-13 00:24:30.0,10/13,United States,Biddeford
4153668574256617,489643949065990,2013-04-29 05:46:15.0,02/14,United States,Peekskill
4173451524840806,919377025657682,2013-09-24 05:09:21.0,01/15,United States,Reading
4174085648252388,169940172498283,2011-01-25 05:57:59.0,05/13,United States,Commerce City
4178442333576645,233262042086838,2015-06-17 06:10:38.0,11/15,United States,Radnor
4181156753111775,651563312165145,2018-01-25 02:23:44.0,02/18,United States,Five Corners
4193928740720868,171049332068534,2010-09-09 06:58:22.0,11/15,United States,Florence
4195856958700454,852432503847282,2013-10-31 09:05:00.0,06/15,United States,Edison
4199381723922453,561147880205207,2016-06-30 02:37:48.0,07/16,United States,Lafayette
4206756012407095,329169857298623,2014-11-05 05:33:07.0,02/16,United States,Brentwood
4229162370516960,497266118683118,2016-11-07 00:54:07.0,01/17,United States,Winona
4231338218414164,089680085922740,2014-04-16 08:12:22.0,05/16,United States,Burlington
4232502178358286,988666952112281,2015-12-29 03:19:27.0,01/16,United States,Roswell
4234748224095830,312072061198554,2011-10-27 06:14:37.0,02/16,United States,Gastonia
4237648081700588,008765307152821,2010-11-11 01:46:15.0,05/13,United States,Kenmore
4244926541901207,819373784375545,2016-05-03 11:36:55.0,04/17,United States,Hilo
4247253910869262,811881319215093,2013-10-24 03:59:54.0,03/15,United States,Apopka
4250028739827574,394067902581867,2015-07-01 04:37:14.0,06/17,United States,Santa Fe Springs
4254473646841464,037796181638648,2012-05-14 04:12:18.0,11/14,United States,Crystal Lake
4256656637307408,987837606639725,2012-10-05 06:36:37.0,10/17,United States,Roswell
4260601646597395,202625379288528,2011-03-14 09:16:02.0,01/17,United States,Kahului
4264553579186587,470021900536700,2016-01-16 09:14:16.0,01/17,United States,Farmers Branch
4265829080716842,309430839717554,2014-01-13 05:24:52.0,05/17,United States,Atlanta
4282522991228333,901602726793619,2011-12-07 11:29:13.0,02/14,United States,Lynnwood
4284040060392011,549976109993971,2010-11-21 00:04:26.0,08/14,United States,Chatsworth
4292753090004543,533190673531550,2014-01-28 08:57:07.0,12/14,United States,Auburn
4294314313531701,834989943531947,2012-08-29 08:20:14.0,03/15,United States,Port Angeles
4296140634812134,483600984351190,2012-12-26 11:55:38.0,01/14,United States,Tucker
4302943998655086,369764312368877,2013-04-08 03:43:15.0,03/17,United States,Nanuet
4311293461014703,247702476742435,2010-09-22 12:29:06.0,10/13,United States,O'Fallon
4311319523314086,574289073266908,2017-11-29 12:54:42.0,12/17,United States,Holbrook
4311357000935759,575423012255324,2012-05-03 03:12:29.0,11/13,United States,Merrick
4314008605559737,846409651699691,2014-05-20 11:58:14.0,12/15,United States,Sumter
4318541450654035,496612742732167,2011-11-22 00:10:03.0,07/12,United States,Poughkeepsie
4339485975491777,859688098996939,2010-03-19 04:15:45.0,11/13,United States,Lakewood
